target,id,date,flag,user,text,sentiment
4,2004701716,Tue Jun 02 08:36:33 PDT 2009,NO_QUERY,krapposelli,"@paemt33 I would â¥ you forever if you passed any extra tix my way. Hell, I'd pay you for them, just can't put it on a credit card. ",1
0,1974691344,Sat May 30 13:39:01 PDT 2009,NO_QUERY,zone3120,Five - Rock The Party. it's such a heartache that they didn't come back after all  I just hope those few new songs will b released sumtime,-1
4,1977373100,Sat May 30 20:50:35 PDT 2009,NO_QUERY,Sonicdh,http://twitpic.com/6b99e - Fireworks! ,1
4,2175026738,Sun Jun 14 23:54:17 PDT 2009,NO_QUERY,KXKtv,@Lillian824 Yay! You are goin' toward soemthin' in your lifepath as an important event to discover the other side of yourself  - nice~,1
4,1679348902,Sat May 02 09:08:24 PDT 2009,NO_QUERY,Sonicray,@Angel_Nishimura Those are really beautiful drawings... ,1
0,2006292468,Tue Jun 02 10:57:08 PDT 2009,NO_QUERY,mamccarthy,"@maryhudd no, probably not,  would like to get my money back more than getting pleaure from burning it...crap, now I have to switch seats",-1
4,1993539644,Mon Jun 01 10:32:25 PDT 2009,NO_QUERY,1azylizzie,Man pulls cop over for speeding - this is Great  - http://bit.ly/q2dxK,1
4,1963180791,Fri May 29 12:19:43 PDT 2009,NO_QUERY,PrincessCulisa,@bobsdaughter Girl yes that thing has ur thighs and ass on fire! lol what happened to you and Dame on Sun.?? I missed you ,1
0,1989265904,Mon Jun 01 00:55:34 PDT 2009,NO_QUERY,Pro_94JBIT,@Shikha_M that's what frnds are for...and yeah i have those kinda morose days too ,-1
0,2296588653,Tue Jun 23 09:22:12 PDT 2009,NO_QUERY,PartingVisions,My dad is at the Hospital today ,-1
4,1684927936,Sat May 02 22:29:09 PDT 2009,NO_QUERY,No_More_Shadows,"Off for a swim now.  Pool is meant to be quiet from 5pm to 7pm, but if those in Kapiti know of good (quiet!!) times, then let me know.  ",1
4,1970717443,Sat May 30 04:57:50 PDT 2009,NO_QUERY,bshermcincy,@SmithsOcc I cringe at what those other 19 are like... ,1
4,1980190116,Sun May 31 05:59:42 PDT 2009,NO_QUERY,C_Joy,@lauradi308  #flylady I use Remember the Milk too! Love the Firefox gmail extension ,1
4,1971424264,Sat May 30 07:04:42 PDT 2009,NO_QUERY,russu,@chrispalle which means those of us annoyed are a result of user error  (or oversight),1
4,1975202419,Sat May 30 14:39:45 PDT 2009,NO_QUERY,windhamguitars,"@obrienguitars Nice, visiting any BRW forests to see how those tiny new trees are coming along?  ",1
0,2219313541,Thu Jun 18 00:15:29 PDT 2009,NO_QUERY,Crybabi,i stopped working so much so i could spend time withthe kids and those i care about but nobody has time for me ,-1
4,1996537458,Mon Jun 01 15:15:09 PDT 2009,NO_QUERY,violinknitter,"@Violinmom Re: Ralph Winter: yeah, he seemed to be one of those people who would be around forever ",1
0,2044573637,Fri Jun 05 09:33:01 PDT 2009,NO_QUERY,CrazyCryB,My Carsons still sad  looking thru his backpack thinking bout his friends,-1
4,1969426951,Sat May 30 00:00:20 PDT 2009,NO_QUERY,hockey98freak,@shawnieora u are so doing to do it..I can tell..read the small print!  Always worry about the edit work on those shows.,1
0,2266503121,Sun Jun 21 08:37:13 PDT 2009,NO_QUERY,catlsinger,"@shibbychick4 newp, i also can get sunburned whilst riding in a car.  i have to be very careful.  ",-1
4,2000723905,Mon Jun 01 22:47:56 PDT 2009,NO_QUERY,reddsmitty,@ZenShadow Shhhhhhhhhhhh Don't spoil it for all those catholics ,1
4,1880114804,Fri May 22 00:08:43 PDT 2009,NO_QUERY,euanmcgrath,@MrAlexParsons yeeaahhh ,1
4,2053860241,Sat Jun 06 05:55:09 PDT 2009,NO_QUERY,truegeek,http://twitpic.com/6qn87 - do you smoke? some ppl think that smoke kills ,1
4,1678012181,Sat May 02 05:06:38 PDT 2009,NO_QUERY,wolfcat,@fictillius damn australia post... those cheques from you never arrived.. ah well.. you might as get the floor boards then ,1
0,2244417029,Fri Jun 19 14:43:06 PDT 2009,NO_QUERY,janeti3270,spent my birthday in the hospital! ,-1
4,1957322842,Fri May 29 00:09:20 PDT 2009,NO_QUERY,MrAntony,"ok off to town (: / Fluer your sock monkey is done  its black and pink, gonna see if i can find some twilight badges to put on it for u",1
0,2051260611,Fri Jun 05 21:22:58 PDT 2009,NO_QUERY,hieplt,Táº£i Chrome Äá» dÃ¹ng khi cáº§n vÃ¬ Firefox hay ÄÆ¡ quÃ¡! Do cáº¯m nhiï¿½?u thá»© háº§m bÃ  láº±ng vÃ o nÃ³ ,-1
4,2188701672,Mon Jun 15 22:23:33 PDT 2009,NO_QUERY,alainrussell,@juhasaarinen my goal then is to one day meet someone who purchased from one of those emails and got ripped off ,1
0,2058440784,Sat Jun 06 14:56:55 PDT 2009,NO_QUERY,lisa24270,Who's letting fireworks off at the wrong time of year &amp; upsetting Stella again?! ,-1
4,1563939782,Mon Apr 20 00:58:27 PDT 2009,NO_QUERY,DavidFeng,@lparsons Your guess Sir. ,1
0,2061188904,Sat Jun 06 20:21:29 PDT 2009,NO_QUERY,MRulloda,"@vipstylecars if you watch the lebron commercial where he sings time after time, he's wearing those. I want a pair ",-1
4,1970276667,Sat May 30 03:11:14 PDT 2009,NO_QUERY,oneperfectlie,Amazing little trailer mashup. for those that havnt seen it yet  especially love the Pixar logo http://bit.ly/1DJaL,1
4,1971954044,Sat May 30 08:15:07 PDT 2009,NO_QUERY,Kelsvball,Bonfire tonight!! So excited ,1
4,1835904133,Mon May 18 06:59:24 PDT 2009,NO_QUERY,EmElleOh,thinks it's cool that @EliYoungBand is following me. I love those guys.  Go buy their CD! &quot;Always The Love Songs&quot; is their current single.,1
4,1822759408,Sat May 16 20:19:16 PDT 2009,NO_QUERY,raunakms,@livefires : Yup that was probably one of the best exams I ever had .... the paper was much easier than I thought... thanks ,1
0,2232375643,Thu Jun 18 19:49:37 PDT 2009,NO_QUERY,rockinchick1985,@peterfacinelli i am so bummed out that u didn't get those 500k followers I &amp; everyone else tried so hard ,-1
0,1981115799,Sun May 31 08:27:12 PDT 2009,NO_QUERY,bethikinsx,"hate parents &gt; all they do is cause arguments :O there anoying me big time !!  on the bright side , its roasting today , all surnburnt ",-1
4,2059880595,Sat Jun 06 17:49:28 PDT 2009,NO_QUERY,cdparker13,@BRCLE Nicholas Flamel is an ancient alchemist who history says held the philosopher's stone. My senior thesis had to do with him a lot. ,1
4,1978557771,Sat May 30 23:44:01 PDT 2009,NO_QUERY,AlyssaMacRae,@shannonmacrae i'm not depressed anymore! i learned how to cope ,1
0,2207188081,Wed Jun 17 07:36:11 PDT 2009,NO_QUERY,AnthonyMcMurray,@IndigoBlue68 We spent hours on the car lot yesterday and felt the effects of the GM disaster ,-1
4,2188651387,Mon Jun 15 22:17:43 PDT 2009,NO_QUERY,Texwolfie,@KarlRove your right....I hadn't considered a few of those thank you ,1
0,2259246383,Sat Jun 20 17:15:26 PDT 2009,NO_QUERY,Shayisthe1,@spam so i clicked on one of those followers site how do i make it stop ,-1
4,2177924513,Mon Jun 15 06:55:31 PDT 2009,NO_QUERY,stephmassey,"Ahhh, a little quiet time &amp; coffee while Brooklyn, Carson, &amp; Devion are @ VBS &amp; Palmer watches a little Mickey Mouse. ",1
0,2049140868,Fri Jun 05 16:21:57 PDT 2009,NO_QUERY,WesleyKate,Just got back from hospital because I had an hour long nosebleed. ,-1
0,2255421482,Sat Jun 20 11:14:19 PDT 2009,NO_QUERY,Mable314,The boys house flooded ,-1
4,1981869585,Sun May 31 10:03:29 PDT 2009,NO_QUERY,Conlee5,@robdanielsgtr Just said this on your MySpace comment-dont eat big breakfast B4 going on those coasters! Ha!Ha! You madman! ,1
0,2250310554,Sat Jun 20 00:12:17 PDT 2009,NO_QUERY,JoshQuillin,"Just got back from Disney, no street magic today  Waited for fireworks for almost 2 hours then they stopped the show not 10 min into it!",-1
0,1835652067,Mon May 18 06:28:01 PDT 2009,NO_QUERY,Kaizorzim,At work. Still need to get my coffee. Out of smokes.  Didn't wake up in time to go buy more.,-1
0,2264324520,Sun Jun 21 03:30:20 PDT 2009,NO_QUERY,cupcake07,@julie911 Pleased to hear they got there safely. Beaming hugs because I know how you will miss them ,-1
4,2054423303,Sat Jun 06 07:19:13 PDT 2009,NO_QUERY,cece_newnew,@groupiepolice lmfaoo she's a twoupie! ,1
4,1961183413,Fri May 29 09:06:36 PDT 2009,NO_QUERY,teenageoutlaw,"one of my neighbours just came back from hospital with her new baby!  from what i can see from the window, its so little and so CUTE!",1
4,2017487208,Wed Jun 03 08:28:16 PDT 2009,NO_QUERY,rachellawson89,@chrishepburn did they send you my dress by accident? ,1
4,2015412897,Wed Jun 03 04:35:48 PDT 2009,NO_QUERY,feathersnstuff,@parrotrescue It's called a hashtag to help easily identify topics ,1
0,2205354658,Wed Jun 17 04:33:23 PDT 2009,NO_QUERY,chingdynasty,I don't know which is sadder: our shift not having those silent codes or the ICU having the silent code and we're not allowed inside it. ,-1
4,1961246694,Fri May 29 09:12:25 PDT 2009,NO_QUERY,lexigeek,@Sunfire2109 I did! It seemed only fitting. ,1
4,2056139156,Sat Jun 06 10:35:51 PDT 2009,NO_QUERY,TabiTraumatic,Ima get one of those shweet slushies.  those are amazing for your tummy. I wonder if i can get some tots too. Haha. &lt;3 via a ton,1
0,1686267629,Sun May 03 04:37:57 PDT 2009,NO_QUERY,SY94,it felt like I was drowning the whole time  But at leat it's over for now,-1
4,2050022416,Fri Jun 05 17:55:39 PDT 2009,NO_QUERY,bkresge,@tifbwalter Maybe you shouldn't rush into the peace and quiet thing. Maybe your new neighbor needs a taste of his own medicine. ,1
0,1685949357,Sun May 03 02:56:43 PDT 2009,NO_QUERY,copacabanacom,wishes i was still in copacabana in my spa : wishes i was still in copacabana in my spa  http://tinyurl.com/d6stfs,-1
0,1881970409,Fri May 22 05:58:03 PDT 2009,NO_QUERY,Gwyn_Dr,"@Robintosh As your IPR lawyer will tell you, you can't copyright an idea! ",-1
0,2063675996,Sun Jun 07 03:38:00 PDT 2009,NO_QUERY,pinqoriko,"chatting with my favourite medicine to boring, i wished she has a male version ",-1
4,1835821318,Mon May 18 06:49:16 PDT 2009,NO_QUERY,yaelww,"@AbuIlai If only we could drink marihuana, smoke food and eat coffee ",1
0,2049960325,Fri Jun 05 17:48:41 PDT 2009,NO_QUERY,sapphirewitche,"Bella must know that I slipped some medicine into her food, she's not eating it ",-1
0,1980241395,Sun May 31 06:09:11 PDT 2009,NO_QUERY,uyuylala,"the tips don't seem to help though, #firefox's still hogging the CPU ",-1
4,1979360595,Sun May 31 02:42:42 PDT 2009,NO_QUERY,taliasunset,On the way home.. Jus smoked some niggas blunt @ a stoplight lmao they wanted a pic w/us kuz they recognized us as models ,1
0,2015800150,Wed Jun 03 05:32:34 PDT 2009,NO_QUERY,iambhargava,@lovecomatose You wounded me ,-1
4,1880438957,Fri May 22 01:14:43 PDT 2009,NO_QUERY,freshypanda,@SuunTzu Throws a smoke bomb on the ground and disappears ,1
4,1469928246,Tue Apr 07 07:50:18 PDT 2009,NO_QUERY,gavinmccallum,@equivalence loved Arcade Fire at TinTP .. the singer said &quot;you guys sure know how to hit a drum&quot; re: when the orange walk went by hotel ,1
0,1972469461,Sat May 30 09:17:05 PDT 2009,NO_QUERY,pumba_lt,"sun is shining, Copenhagen carnaval is going on, and I'm sitting in my room coding ",-1
2,synthetic_1554,Sun Jun 07 20:37:23 PDT 2009,NO_QUERY,synthetic_user,Got sunburn on the outta pocket... moms talkin bout i cant drink... shiiddd im payin 4 it...,0
4,2068762947,Sun Jun 07 14:39:17 PDT 2009,NO_QUERY,FugaziPatrol,@itscasibaby We are the &quot;Fugazi Patrol&quot; &amp; our motto is &quot;If u see a clown point em out&quot; please let everyone know about us ,1
0,1824775944,Sun May 17 02:52:55 PDT 2009,NO_QUERY,kevin_davies,Really should have downloaded a copy of code before I left home... Only 3000 files to go... ,-1
4,1982769006,Sun May 31 11:51:56 PDT 2009,NO_QUERY,mheubel,Harry Potter and the Goblet of Fire is on ABC Family. Me likes. ,1
0,1979683874,Sun May 31 04:05:05 PDT 2009,NO_QUERY,bajb,A little sun burn on my shoulders ,-1
0,2180449879,Mon Jun 15 10:29:17 PDT 2009,NO_QUERY,tannwick,Feel sorry for those on a flight from Punta Cana (????) who should have arrived @ 06:55 but now due at 02:00 (approx) ,-1
0,2175532876,Mon Jun 15 01:15:14 PDT 2009,NO_QUERY,katiemayyy,i hate the hospital. i hate that little room where they do the bloods. ehhh ,-1
0,1996119437,Mon Jun 01 14:33:51 PDT 2009,NO_QUERY,SteveAndrews,"@chrislove I've been to the helicopter museum before, but their cockpit sim sux ",-1
2,synthetic_5595,Fri May 29 13:31:45 PDT 2009,NO_QUERY,synthetic_user,@DebsBookNook no. earthquakes &gt;.&lt; Glad you guys are safe,0
0,1976115978,Sat May 30 16:37:13 PDT 2009,NO_QUERY,WaitressDaphne,Ooc- work emergency. Back later. ,-1
0,2226411444,Thu Jun 18 11:55:19 PDT 2009,NO_QUERY,Ashley_Vann,im in one of those moods when everything just feels sshiiiiite! ,-1
0,2175929268,Mon Jun 15 02:24:44 PDT 2009,NO_QUERY,angelagong,Two Swine Flu cases have been confirmed in the police college. And that two police college students have contacted hundreds of people ,-1
4,1968591557,Fri May 29 21:46:03 PDT 2009,NO_QUERY,Boddingtons,@MyInnerTricia cool....I am hoping it is good then!   I wonder if those weird older ladies will be there?,1
4,1832769833,Sun May 17 21:27:37 PDT 2009,NO_QUERY,Crazii08,earthquake was great!! ,1
4,2004046506,Tue Jun 02 07:34:46 PDT 2009,NO_QUERY,mockduck,"@NTceline Ah yes, well make sure you don't get HORRIFICALLY BURNED! ",1
0,2070005942,Sun Jun 07 16:55:58 PDT 2009,NO_QUERY,FairyWings9105,Tornado 5 minutes away from my very house.....getting scared now ,-1
4,2004702364,Tue Jun 02 08:36:37 PDT 2009,NO_QUERY,CajunFerreira,@Trish1981 send me an autographed copy honey! I'll read it ! ,1
4,2192182835,Tue Jun 16 06:38:37 PDT 2009,NO_QUERY,thepaulkim,"drinking blueberry green tea   oh and for those who were wondering, nick got it right.  i was going straight home, so i went commando. lol",1
4,1980016174,Sun May 31 05:23:10 PDT 2009,NO_QUERY,pinksig,@hapkidoprincess those are some crazy random names ,1
4,1970944152,Sat May 30 05:44:33 PDT 2009,NO_QUERY,Darrendactyl,"HOLY SHIT is all i can say. tonight happened out of nowhere, literally. No cops, no fights, everyone got home safe. I love my friends ",1
0,2228143866,Thu Jun 18 14:04:25 PDT 2009,NO_QUERY,grglemandi,@mktatham that is sad  bring those butlers back!!!,-1
4,1971939542,Sat May 30 08:13:16 PDT 2009,NO_QUERY,warren544,@kayebautista I'll look for those songs. Thanks!! ,1
0,2006464089,Tue Jun 02 11:12:21 PDT 2009,NO_QUERY,Kimmii41997,@jonasbrothers you guys i feel horrible i used to say mean stuff to @justinmgaston and i didn't pretend he'd read those and now i feel so ,-1
0,1962714118,Fri May 29 11:31:10 PDT 2009,NO_QUERY,NinaRampz,@oneofthosefaces i know im inlove with  @katyperry actually.. ,-1
0,1824040574,Sat May 16 23:50:03 PDT 2009,NO_QUERY,tabfurtado,"YUCK i smell like cig smoke  ghjkl. Cant wait to shower...in am. But stripping in bathroom, not taking these clothes near bubs.",-1
0,1881080709,Fri May 22 03:32:04 PDT 2009,NO_QUERY,alex_bettylou,Righty; sent my copy work off to the designer so can wipe my hands of it for a day or three. NEED my bed NOW - ascot work in the morning ,-1
4,1551055751,Sat Apr 18 08:01:35 PDT 2009,NO_QUERY,firesty,@aliceisababe haha thanx but im going be 15 in about 3 weeks  and ya ppl call me fire (its a nickname) lol,1
0,1695160333,Mon May 04 05:22:57 PDT 2009,NO_QUERY,chelleybla,i have one of those tongue bumps under my tongue and i keep hitting it on my teeth.. owie ,-1
4,1834644152,Mon May 18 03:42:38 PDT 2009,NO_QUERY,tonyblauer,Just got a copy of @mitchjoel's book in the mail. Dragging it onto my 2 week trip.  (via @chrisbrogan) congrats Mitch-I want  signed one!,1
4,1823571036,Sat May 16 22:20:05 PDT 2009,NO_QUERY,MLWootton15,Great Balls Of Fire has become one of my favorite songs ,1
0,2204186396,Wed Jun 17 01:32:55 PDT 2009,NO_QUERY,beatabish,"@freshgreenbeans its almost an oxymoron, but those are two things that i love the most.....onions &amp; poetry. green beans.....not so much. ",-1
0,2204822824,Wed Jun 17 03:13:27 PDT 2009,NO_QUERY,tweeteep,am so demoralized by the lousy quality of my fireworks shoots ,-1
4,1982249846,Sun May 31 10:49:56 PDT 2009,NO_QUERY,monkeyplusplus,@Firefly99 You are one of my mostest favorite FB's on twitter - @kwittmeyer and I always love the cool zoo pics ,1
4,1977218718,Sat May 30 20:24:44 PDT 2009,NO_QUERY,Dancndiva9,Just got back from a suprisingly FUN dinner w the fam bam! Lol im burnt out for the night the party continues TMW NIGHT!  Whoo!,1
0,1993984311,Mon Jun 01 11:13:52 PDT 2009,NO_QUERY,BeckyKingston,"Waiting in hospital, they are behind schedule so it will be a long night ",-1
0,2237151459,Fri Jun 19 05:16:50 PDT 2009,NO_QUERY,druey,"Well, @bendurbubble has landed back in hospital. Home alone tonight. ",-1
0,2224602800,Thu Jun 18 09:42:18 PDT 2009,NO_QUERY,diode_dirigible,"pepper, PEPPER. WHY DID I THINK THAT WAS A GOOD IDEA? @p  @h well done boy, hydrant ftw",-1
0,1979914501,Sun May 31 05:00:29 PDT 2009,NO_QUERY,jayell07,is in pain  i hate sunburn so much. worst nights sleep ever! fowl mood. sick of all the akwardness disney films &amp; evlis will cheer me up,-1
0,2205159194,Wed Jun 17 04:06:00 PDT 2009,NO_QUERY,anotherme87,Totally down after my hospital visit  please god! Fix me,-1
0,2049673637,Fri Jun 05 17:17:43 PDT 2009,NO_QUERY,lynchseattle,On my way to the train an older woman had fallen on some stairs. Blood was literally bubbling out of her shoe  I had medics sent over.,-1
4,1970562592,Sat May 30 04:21:53 PDT 2009,NO_QUERY,mazlienadzri,daftar sebagai ejen affiliate bagi produk Panduan Sistem Affiliate disini..5 artikel untuk list/blog disediakan..just copy &amp; paste sahaja ,1
0,1827697418,Sun May 17 11:15:26 PDT 2009,NO_QUERY,Vajay_Jay,I hate it when my firewall gets spazzy ,-1
0,2249705724,Fri Jun 19 22:51:14 PDT 2009,NO_QUERY,beachblondie070,"show tomorrow in carson city. exhausted outta my mind. sorry i havent twittered much, i'm so busy ",-1
0,1825346535,Sun May 17 05:21:26 PDT 2009,NO_QUERY,russiafied,I met a cute guy when I went out to buy dinner. But it turned out that he smoked. Lmao not impressing ,-1
0,2002831224,Tue Jun 02 05:16:04 PDT 2009,NO_QUERY,pHurlz,I had the most terrifying dream ever. It had to do with burning children.  No me gusta.,-1
4,1982531671,Sun May 31 11:23:49 PDT 2009,NO_QUERY,justamadrabbit,Bandom has been emo lately and that makes the fans emo. I bet those surfing pics would lift everyone's spirits! ,1
4,2070597573,Sun Jun 07 17:58:50 PDT 2009,NO_QUERY,AudreyWu,"@brerlou  @RodChu  Typo police duo, I made the correction immediately after tweet.  Check my feed.   Thanks!  ",1
0,1963501164,Fri May 29 12:49:08 PDT 2009,NO_QUERY,melissadiesel,Nice seeing my partner in crime/gossip drama queen partner again. I missed my Manda! ,-1
